"code","ALT_CODE","USAGE","USAGE_UK","DESCRIPTION","MODIFIER_4","MODIFIER_5","QUALIFIERS","GENDER_MASK","MIN_AGE","MAX_AGE","TREE_DESCRIPTION"
"C43","C43","DEFAULT","3","Malignant melanoma of skin","","","",,,,""
"C43.0","C430","DEFAULT","3","Malignant neoplasm: Malignant melanoma of lip","","","",,,,"Malignant melanoma of lip"
"C43.1","C431","DEFAULT","3","Malignant neoplasm: Malignant melanoma of eyelid, including canthus","","","",,,,"Malignant melanoma of eyelid, including canthus"
"C43.2","C432","DEFAULT","3","Malignant neoplasm: Malignant melanoma of ear and external auricular canal","","","",,,,"Malignant melanoma of ear and external auricular canal"
"C43.3","C433","DEFAULT","3","Malignant neoplasm: Malignant melanoma of other and unspecified parts of face","","","",,,,"Malignant melanoma of other and unspecified parts of face"
"C43.4","C434","DEFAULT","3","Malignant neoplasm: Malignant melanoma of scalp and neck","","","",,,,"Malignant melanoma of scalp and neck"
"C43.5","C435","DEFAULT","3","Malignant neoplasm: Malignant melanoma of trunk","","","",,,,"Malignant melanoma of trunk"
"C43.6","C436","DEFAULT","3","Malignant neoplasm: Malignant melanoma of upper limb, including shoulder","","","",,,,"Malignant melanoma of upper limb, including shoulder"
"C43.7","C437","DEFAULT","3","Malignant neoplasm: Malignant melanoma of lower limb, including hip","","","",,,,"Malignant melanoma of lower limb, including hip"
"C43.8","C438","DEFAULT","3","Malignant neoplasm: Overlapping malignant melanoma of skin","","","",,,,"Overlapping malignant melanoma of skin"
"C43.9","C439","DEFAULT","3","Malignant neoplasm: Malignant melanoma of skin, unspecified","","","",,,,"Malignant melanoma of skin, unspecified"
