code,description,coding_system,concept_id,concept_version_id,concept_name,phenotype_id,phenotype_version_id,phenotype_name,code_attributes
E10,Insulin-dependent diabetes mellitus,ICD10 codes,C1122,3383,Diabetes - Secondary care - Diagnoses,PH152,304,Diabetes,"{'Disease': 'Diabetes', 'Category': 'Insulin dependent diabetes (3)'}"
E11,Non-insulin-dependent diabetes mellitus,ICD10 codes,C1122,3383,Diabetes - Secondary care - Diagnoses,PH152,304,Diabetes,"{'Disease': 'Diabetes', 'Category': 'Non insulin dependent diabetes (4)'}"
E12,Malnutrition-related diabetes mellitus,ICD10 codes,C1122,3383,Diabetes - Secondary care - Diagnoses,PH152,304,Diabetes,"{'Disease': 'Diabetes', 'Category': 'Secondary diabetes (5)'}"
E13,Other specified diabetes mellitus,ICD10 codes,C1122,3383,Diabetes - Secondary care - Diagnoses,PH152,304,Diabetes,"{'Disease': 'Diabetes', 'Category': 'Diabetes not otherwise specified (6)'}"
E14,Unspecified diabetes mellitus,ICD10 codes,C1122,3383,Diabetes - Secondary care - Diagnoses,PH152,304,Diabetes,"{'Disease': 'Diabetes', 'Category': 'Diabetes not otherwise specified (6)'}"
G590,Diabetic mononeuropathy,ICD10 codes,C1122,3383,Diabetes - Secondary care - Diagnoses,PH152,304,Diabetes,"{'Disease': 'Diabetes', 'Category': 'Diabetes not otherwise specified (6)'}"
G632,Diabetic polyneuropathy,ICD10 codes,C1122,3383,Diabetes - Secondary care - Diagnoses,PH152,304,Diabetes,"{'Disease': 'Diabetes', 'Category': 'Diabetes not otherwise specified (6)'}"
H280,Diabetic cataract,ICD10 codes,C1122,3383,Diabetes - Secondary care - Diagnoses,PH152,304,Diabetes,"{'Disease': 'Diabetes', 'Category': 'Diabetes not otherwise specified (6)'}"
H360,Diabetic retinopathy,ICD10 codes,C1122,3383,Diabetes - Secondary care - Diagnoses,PH152,304,Diabetes,"{'Disease': 'Diabetes', 'Category': 'Diabetes not otherwise specified (6)'}"
M142,Diabetic arthropathy,ICD10 codes,C1122,3383,Diabetes - Secondary care - Diagnoses,PH152,304,Diabetes,"{'Disease': 'Diabetes', 'Category': 'Diabetes not otherwise specified (6)'}"
N083,Glomerular disorders in diabetes mellitus,ICD10 codes,C1122,3383,Diabetes - Secondary care - Diagnoses,PH152,304,Diabetes,"{'Disease': 'Diabetes', 'Category': 'Diabetes not otherwise specified (6)'}"
O240,"Diabetes mellitus in pregnancy: Pre-existing diabetes mellitus, insulin-dependent",ICD10 codes,C1122,3383,Diabetes - Secondary care - Diagnoses,PH152,304,Diabetes,"{'Disease': 'Diabetes', 'Category': 'Diabetes not otherwise specified (6)'}"
O241,"Diabetes mellitus in pregnancy: Pre-existing diabetes mellitus, non-insulin-dependent",ICD10 codes,C1122,3383,Diabetes - Secondary care - Diagnoses,PH152,304,Diabetes,"{'Disease': 'Diabetes', 'Category': 'Diabetes not otherwise specified (6)'}"
O242,Diabetes mellitus in pregnancy: Pre-existing malnutrition-related diabetes mellitus,ICD10 codes,C1122,3383,Diabetes - Secondary care - Diagnoses,PH152,304,Diabetes,"{'Disease': 'Diabetes', 'Category': 'Secondary diabetes (5)'}"
O243,"Diabetes mellitus in pregnancy: Pre-existing diabetes mellitus, unspecified",ICD10 codes,C1122,3383,Diabetes - Secondary care - Diagnoses,PH152,304,Diabetes,"{'Disease': 'Diabetes', 'Category': 'Diabetes not otherwise specified (6)'}"
